id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
6150,-17660184,537902525,222204,2022,11,14,16,32,16
6151,-17660169,537902533,222198,2022,11,14,16,32,17
6152,-17660123,537902558,222313,2022,11,14,16,32,20
6153,-17660110,537902565,222238,2022,11,14,16,32,21
6154,-17660086,537902577,222300,2022,11,14,16,32,23
6155,-17660077,537902582,222368,2022,11,14,16,32,24
6156,-17660068,537902587,222408,2022,11,14,16,32,25
6157,-17660061,537902589,222381,2022,11,14,16,32,26
6158,-17660049,537902595,222450,2022,11,14,16,32,27
6159,-17660041,537902598,222380,2022,11,14,16,32,28
6160,-17659996,537902613,222370,2022,11,14,16,32,31
6161,-17659971,537902620,222408,2022,11,14,16,32,32
6162,-17659923,537902636,222384,2022,11,14,16,32,34
6163,-17659902,537902643,222503,2022,11,14,16,32,35
6164,-17659879,537902649,222700,2022,11,14,16,32,36
6165,-17659857,537902655,222713,2022,11,14,16,32,37
6166,-17659835,537902662,222749,2022,11,14,16,32,38
6167,-17659815,537902669,222730,2022,11,14,16,32,39
6168,-17659795,537902676,222694,2022,11,14,16,32,40
6169,-17659731,537902695,222651,2022,11,14,16,32,43
6170,-17659705,537902701,222674,2022,11,14,16,32,44
6171,-17659655,537902710,222644,2022,11,14,16,32,47
6172,-17659642,537902712,222590,2022,11,14,16,32,48
6173,-17659629,537902715,222545,2022,11,14,16,32,49
6174,-17659619,537902717,222455,2022,11,14,16,32,50
6175,-17659604,537902721,222376,2022,11,14,16,32,51
6176,-17659583,537902728,222199,2022,11,14,16,32,53
6177,-17659571,537902732,222191,2022,11,14,16,32,54
6178,-17659564,537902733,222203,2022,11,14,16,32,55
6179,-17659557,537902735,222228,2022,11,14,16,32,56
6180,-17659550,537902736,222247,2022,11,14,16,32,57
6181,-17659539,537902738,222197,2022,11,14,16,32,58
6182,-17659530,537902740,222118,2022,11,14,16,32,59
6183,-17659516,537902742,222086,2022,11,14,16,33,0
6184,-17659499,537902741,221939,2022,11,14,16,33,3
6185,-17659501,537902740,222002,2022,11,14,16,33,4
6186,-17659513,537902730,222149,2022,11,14,16,33,6
6187,-17659522,537902723,222240,2022,11,14,16,33,7
6188,-17659532,537902717,222249,2022,11,14,16,33,8
6189,-17659540,537902711,222249,2022,11,14,16,33,9
6190,-17659555,537902701,222283,2022,11,14,16,33,10
6191,-17659563,537902694,222388,2022,11,14,16,33,11
6192,-17659570,537902689,222394,2022,11,14,16,33,12
6193,-17659579,537902681,222523,2022,11,14,16,33,13
6194,-17659592,537902673,222672,2022,11,14,16,33,14
6195,-17659605,537902664,222805,2022,11,14,16,33,15
6196,-17659613,537902658,222991,2022,11,14,16,33,16
6197,-17659620,537902651,223123,2022,11,14,16,33,17
6198,-17659628,537902642,223164,2022,11,14,16,33,18
6199,-17659631,537902636,223148,2022,11,14,16,33,19
6200,-17659635,537902629,223192,2022,11,14,16,33,20
6201,-17659640,537902623,223168,2022,11,14,16,33,21
6202,-17659642,537902617,223266,2022,11,14,16,33,22
6203,-17659635,537902613,223263,2022,11,14,16,33,23
6204,-17659638,537902606,223275,2022,11,14,16,33,24
6205,-17659635,537902601,223192,2022,11,14,16,33,25
6206,-17659635,537902597,223098,2022,11,14,16,33,26
6207,-17659636,537902592,223117,2022,11,14,16,33,27
6208,-17659635,537902586,222985,2022,11,14,16,33,28
6209,-17659634,537902582,222997,2022,11,14,16,33,29
6210,-17659634,537902577,222786,2022,11,14,16,33,30
6211,-17659631,537902573,222760,2022,11,14,16,33,31
6212,-17659630,537902569,222664,2022,11,14,16,33,32
6213,-17659625,537902566,222493,2022,11,14,16,33,33
6214,-17659612,537902557,222250,2022,11,14,16,33,36
6215,-17659604,537902554,222211,2022,11,14,16,33,37
6216,-17659591,537902554,222182,2022,11,14,16,33,38
6217,-17659578,537902553,222190,2022,11,14,16,33,39
6218,-17659567,537902553,222142,2022,11,14,16,33,40
6219,-17659559,537902552,222154,2022,11,14,16,33,41
6220,-17659546,537902554,222164,2022,11,14,16,33,42
6221,-17659538,537902554,222136,2022,11,14,16,33,43
6222,-17659530,537902554,222138,2022,11,14,16,33,44
6223,-17659525,537902552,222106,2022,11,14,16,33,45
6224,-17659515,537902551,222091,2022,11,14,16,33,46
6225,-17659513,537902543,222035,2022,11,14,16,33,47
6226,-17659504,537902538,222006,2022,11,14,16,33,48
6227,-17659505,537902530,221965,2022,11,14,16,33,49
6228,-17659502,537902527,221931,2022,11,14,16,33,50
6229,-17659503,537902522,221689,2022,11,14,16,33,52
6230,-17659501,537902519,221674,2022,11,14,16,33,53
6231,-17659497,537902519,221679,2022,11,14,16,33,54
6232,-17659500,537902517,221589,2022,11,14,16,33,55
6233,-17659501,537902517,221578,2022,11,14,16,33,56
6234,-17659503,537902515,221670,2022,11,14,16,33,57
6235,-17659513,537902510,221652,2022,11,14,16,33,58
6236,-17659523,537902504,221856,2022,11,14,16,34,0
6237,-17659525,537902501,221912,2022,11,14,16,34,1
6238,-17659563,537902469,222040,2022,11,14,16,34,4
6239,-17659575,537902459,222138,2022,11,14,16,34,5
6240,-17659584,537902453,222247,2022,11,14,16,34,6
6241,-17659596,537902446,222184,2022,11,14,16,34,7
6242,-17659633,537902422,222198,2022,11,14,16,34,10
6243,-17659649,537902414,222086,2022,11,14,16,34,12
6244,-17659663,537902406,222166,2022,11,14,16,34,13
6245,-17659679,537902397,222270,2022,11,14,16,34,14
6246,-17659697,537902386,222330,2022,11,14,16,34,15
6247,-17659715,537902375,222394,2022,11,14,16,34,16
6248,-17659728,537902365,222378,2022,11,14,16,34,17
6249,-17659744,537902353,222353,2022,11,14,16,34,18
6250,-17659758,537902341,222377,2022,11,14,16,34,19
6251,-17659770,537902331,222201,2022,11,14,16,34,20
6252,-17659785,537902322,222154,2022,11,14,16,34,21
6253,-17659800,537902311,222299,2022,11,14,16,34,22
6254,-17659813,537902300,222366,2022,11,14,16,34,23
6255,-17659823,537902289,222395,2022,11,14,16,34,24
6256,-17659833,537902278,222393,2022,11,14,16,34,25
6257,-17659841,537902268,222503,2022,11,14,16,34,26
6258,-17659845,537902260,222538,2022,11,14,16,34,27
6259,-17659856,537902249,222606,2022,11,14,16,34,28
6260,-17659861,537902241,222637,2022,11,14,16,34,29
6261,-17659864,537902234,222616,2022,11,14,16,34,30
6262,-17659876,537902203,222662,2022,11,14,16,34,33
6263,-17659877,537902190,222776,2022,11,14,16,34,34
6264,-17659877,537902180,222746,2022,11,14,16,34,35
6265,-17659878,537902168,222674,2022,11,14,16,34,36
6266,-17659878,537902157,222651,2022,11,14,16,34,37
6267,-17659878,537902148,222673,2022,11,14,16,34,38
6268,-17659875,537902141,222519,2022,11,14,16,34,39
6269,-17659876,537902131,222429,2022,11,14,16,34,40
6270,-17659876,537902123,222389,2022,11,14,16,34,41
6271,-17659873,537902105,222347,2022,11,14,16,34,43
6272,-17659870,537902097,222424,2022,11,14,16,34,44
6273,-17659875,537902084,222481,2022,11,14,16,34,45
6274,-17659879,537902073,222486,2022,11,14,16,34,46
6275,-17659882,537902064,222547,2022,11,14,16,34,47
6276,-17659883,537902054,222593,2022,11,14,16,34,48
6277,-17659901,537902016,222780,2022,11,14,16,34,51
6278,-17659910,537902003,222791,2022,11,14,16,34,52
6279,-17659914,537901989,222826,2022,11,14,16,34,53
6280,-17659923,537901974,222883,2022,11,14,16,34,54
6281,-17659928,537901961,222882,2022,11,14,16,34,55
6282,-17659951,537901924,222771,2022,11,14,16,34,58
6283,-17659957,537901913,222611,2022,11,14,16,34,59
6284,-17659964,537901902,222630,2022,11,14,16,35,0
6285,-17659974,537901888,222443,2022,11,14,16,35,1
6286,-17659988,537901870,222497,2022,11,14,16,35,2
6287,-17660004,537901854,222540,2022,11,14,16,35,3
6288,-17660015,537901841,222623,2022,11,14,16,35,4
