id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
5724,-17660019,537903479,232417,2022,11,14,16,24,44
5725,-17660011,537903484,232236,2022,11,14,16,24,45
5726,-17660007,537903488,232068,2022,11,14,16,24,46
5727,-17659999,537903496,231855,2022,11,14,16,24,47
5728,-17659986,537903503,231626,2022,11,14,16,24,48
5729,-17659974,537903508,231337,2022,11,14,16,24,49
5730,-17659957,537903514,231059,2022,11,14,16,24,50
5731,-17659937,537903522,230754,2022,11,14,16,24,51
5732,-17659917,537903528,230483,2022,11,14,16,24,52
5733,-17659895,537903537,230168,2022,11,14,16,24,53
5734,-17659872,537903546,229862,2022,11,14,16,24,54
5735,-17659849,537903556,229541,2022,11,14,16,24,55
5736,-17659824,537903567,229197,2022,11,14,16,24,56
5737,-17659800,537903572,228940,2022,11,14,16,24,57
5738,-17659774,537903575,228697,2022,11,14,16,24,58
5739,-17659745,537903579,228404,2022,11,14,16,24,59
5740,-17659718,537903584,228133,2022,11,14,16,25,0
5741,-17659689,537903587,227885,2022,11,14,16,25,1
5742,-17659659,537903590,227660,2022,11,14,16,25,2
5743,-17659626,537903595,227381,2022,11,14,16,25,3
5744,-17659593,537903599,227130,2022,11,14,16,25,4
5745,-17659564,537903610,226883,2022,11,14,16,25,5
5746,-17659535,537903620,226670,2022,11,14,16,25,6
5747,-17659504,537903632,226473,2022,11,14,16,25,7
5748,-17659474,537903643,226235,2022,11,14,16,25,8
5749,-17659449,537903651,226030,2022,11,14,16,25,9
5750,-17659428,537903657,225837,2022,11,14,16,25,10
5751,-17659405,537903663,225670,2022,11,14,16,25,11
5752,-17659385,537903671,225537,2022,11,14,16,25,12
5753,-17659365,537903679,225376,2022,11,14,16,25,13
5754,-17659341,537903691,225207,2022,11,14,16,25,14
5755,-17659324,537903701,225109,2022,11,14,16,25,15
5756,-17659311,537903707,225040,2022,11,14,16,25,16
5757,-17659302,537903714,224962,2022,11,14,16,25,17
5758,-17659289,537903709,224886,2022,11,14,16,25,18
5759,-17659275,537903702,224827,2022,11,14,16,25,19
5760,-17659258,537903694,224808,2022,11,14,16,25,20
5761,-17659249,537903691,224837,2022,11,14,16,25,21
5762,-17659239,537903684,224866,2022,11,14,16,25,22
5763,-17659226,537903678,224883,2022,11,14,16,25,23
5764,-17659214,537903670,224889,2022,11,14,16,25,24
5765,-17659206,537903666,224892,2022,11,14,16,25,25
5766,-17659198,537903661,224915,2022,11,14,16,25,26
5767,-17659191,537903662,224924,2022,11,14,16,25,27
5768,-17659183,537903662,224935,2022,11,14,16,25,28
5769,-17659168,537903658,224888,2022,11,14,16,25,29
5770,-17659163,537903663,224846,2022,11,14,16,25,30
5771,-17659151,537903669,224752,2022,11,14,16,25,31
5772,-17659140,537903671,224659,2022,11,14,16,25,32
5773,-17659119,537903660,224557,2022,11,14,16,25,33
5774,-17659100,537903639,224479,2022,11,14,16,25,34
5775,-17659056,537903615,224270,2022,11,14,16,25,35
5776,-17658999,537903581,224025,2022,11,14,16,25,36
5777,-17658930,537903543,223765,2022,11,14,16,25,37
5778,-17658865,537903505,223494,2022,11,14,16,25,38
5779,-17658816,537903461,223321,2022,11,14,16,25,39
5780,-17658754,537903434,222981,2022,11,14,16,25,40
5781,-17658695,537903408,222676,2022,11,14,16,25,41
5782,-17658647,537903374,222449,2022,11,14,16,25,42
5783,-17658599,537903344,222235,2022,11,14,16,25,43
5784,-17658551,537903318,221976,2022,11,14,16,25,44
5785,-17658501,537903300,221631,2022,11,14,16,25,45
5786,-17658458,537903282,221299,2022,11,14,16,25,46
